user_id,pages_viewed,time_spent,cart_additions,previous_purchases,total_sessions,session_duration,product_category,device_type,traffic_source,purchase,engagement_score,purchase_frequency
14,-0.7326623073573927,1.5306625565549352,-0.7185966964245958,0.16835982536756994,-0.38033951270160316,1.119033023705001,4,0,4,0,0.12826894835408698,-0.15721906511585987
15,-1.4606292280761493,-0.6434611259213686,0.691522409589132,-0.8674881567954945,-0.015049930775361136,-1.4081291438403314,2,0,0,0,-1.0368192518295223,-0.48914344067172005
16,-1.6426209582558384,-1.5551904121211089,0.691522409589132,0.16835982536756994,-0.5629843036647242,-0.23680953602566937,1,0,0,0,-1.1727977155114289,-0.08748705344446067
17,0.3592880737207423,-0.21681857532790044,-0.7185966964245958,1.549490468251656,-0.015049930775361136,-1.5324815679576413,1,2,0,0,0.05873450669856654,0.05755553083204965
18,0.3592880737207423,0.7241328033782418,1.3965819625959959,0.16835982536756994,-1.1109186765540873,1.7327724072517245,5,2,3,1,0.805070847134486,0.33090501658393445
19,1.269246724619188,1.3553300015165235,-1.4236562494314597,1.2042078075306344,0.16759486018775988,0.24455468636391772,5,0,4,1,2.344872427350622,-0.07734421538316624
20,-0.004695386638636029,1.483907208544692,0.691522409589132,1.2042078075306344,-0.19769472173848215,-0.7181737584152564,5,0,2,1,0.9750439267368693,0.04887776937960881
21,1.087254994439499,0.04033583872843656,-0.7185966964245958,-1.212770817516516,-1.1109186765540873,0.605577853156108,1,0,0,0,0.7463528741809354,-0.4500935141357365
22,0.9052632642598097,-1.508435064110866,-0.013537143417731861,-0.5222054960744731,-1.2935634675172083,-0.8625830251321326,1,1,0,0,-0.9101120470350184,0.13565538390401674
23,0.9052632642598097,1.121553261465308,-0.7185966964245958,1.2042078075306344,0.16759486018775988,0.8823622810301206,4,1,4,1,1.6974295150469985,-0.07734421538316624
24,1.6332301849785664,1.4313074420331686,1.3965819625959959,-0.5222054960744731,-1.2935634675172083,-1.3439472475217198,0,0,2,1,2.8559505735186974,0.13565538390401674
25,0.3592880737207423,-0.11161904230485349,-1.4236562494314597,0.858925146809613,1.446108396929607,-1.227617560444236,2,0,0,0,0.14217583668519107,-0.3416214959802266
26,-1.27863749789646,-0.5499504299008825,1.3965819625959959,1.549490468251656,1.628753187892728,-0.8665943936520458,4,1,4,0,-0.9425614531409279,-0.2753964743694943
27,-0.9146540375370819,-1.3506357645762954,-0.013537143417731861,-0.8674881567954945,0.7155292330771229,0.16833868448556644,5,1,1,0,-1.0433863935414325,-0.5337719281414156
28,1.6332301849785664,-1.1051701875225193,-0.013537143417731861,-0.8674881567954945,0.16759486018775988,1.3958174515790136,4,1,3,0,-0.32949945921142265,-0.5033434139575322
29,-0.5506705771777035,-0.17006322731765736,-0.013537143417731861,1.2042078075306344,-1.476208258480329,0.09212268260721515,4,1,4,0,-0.4392093560456882,2.4786509760630295
30,-0.18668711681832517,-0.43890647837655516,-0.013537143417731861,1.549490468251656,-1.476208258480329,-1.6568339920749513,4,1,0,1,-0.385127012535839,2.869150241422865
31,-0.5506705771777035,1.361174420017804,-0.7185966964245958,0.858925146809613,-1.476208258480329,1.0227601792270835,5,0,2,0,0.2692693439333368,2.0881517107031944
32,1.4512384547988773,-1.2103697205455661,-0.013537143417731861,-1.5580534782375375,-0.015049930775361136,0.5012822716383641,0,0,1,0,-0.49985884126744773,-0.6453431468156542
33,-1.096645767716771,-0.24604066783430237,-0.013537143417731861,1.549490468251656,0.8981740240402439,0.7780666995123767,3,1,2,0,-0.7803144226113802,-0.17674402838385167
34,0.7232715340801206,0.9228430324217749,-0.7185966964245958,-1.212770817516516,0.3502396511508809,-0.42534385646159095,2,0,2,0,1.3211709251999044,-0.5802599359223483
35,1.4512384547988773,-0.25772950483686313,-0.013537143417731861,-0.8674881567954945,0.16759486018775988,1.0267715477469967,2,1,2,0,0.6335525577175356,-0.5033434139575322
36,-0.18668711681832517,-0.2343518308317416,1.3965819625959959,-1.212770817516516,1.2634636059664859,0.18037279004530613,4,1,4,0,-0.26344173963867823,-0.5994020567733206
37,-1.4606292280761493,0.5020449003295872,1.3965819625959959,-0.8674881567954945,1.446108396929607,1.40384018861884,0,1,4,0,-0.8853886900019444,-0.5585655322912463
38,0.9052632642598097,0.8468655919051299,0.691522409589132,0.858925146809613,0.7155292330771229,-0.38523017126245873,5,0,3,1,1.4250862852295434,-0.25484388145581877
39,-0.5506705771777035,-1.2103697205455661,1.3965819625959959,0.16835982536756994,1.2634636059664859,1.7006814590924186,3,0,1,0,-0.9205422132833464,-0.41563769660398625
40,0.3592880737207423,0.5429558298385498,-1.4236562494314597,0.5136424860885914,0.8981740240402439,-1.0270491344485748,3,0,2,0,0.6613663343797438,-0.3329437345277858
41,-0.36867884699801434,1.665084182084384,-1.4236562494314597,1.549490468251656,0.3502396511508809,-0.056297952629574204,4,0,0,1,0.6381881871612369,-0.05959424877590101
42,0.9052632642598097,-1.479212971604464,-1.4236562494314597,1.549490468251656,1.0808188150033649,0.18839552708513257,4,2,2,0,-0.8811393630118849,-0.20603147328583932
43,-1.27863749789646,-1.6253234341364735,-0.7185966964245958,0.16835982536756994,-0.7456290946278452,-1.5485270420372943,5,1,1,0,-1.1558004075511905,0.005488962117404933
44,0.7232715340801206,-1.146081117031482,1.3965819625959959,-1.5580534782375375,-1.476208258480329,1.5723176664551954,5,1,2,0,-0.5933440350487585,-0.6453431468156542
45,1.269246724619188,0.3500900192962971,-1.4236562494314597,-0.8674881567954945,-1.476208258480329,1.331635555260402,1,0,4,0,1.2153240529020566,0.13565538390401674
46,-1.096645767716771,1.4313074420331686,0.691522409589132,-1.5580534782375375,1.0808188150033649,-1.6247430439156454,5,0,4,1,-0.33683920583061644,-0.6453431468156542
47,1.4512384547988773,-1.5435015751185481,-0.7185966964245958,1.549490468251656,-1.476208258480329,-1.4041177753204181,4,2,1,0,-0.8962051587039143,2.869150241422865
48,-0.36867884699801434,-0.3979955488675924,0.691522409589132,1.2042078075306344,-0.38033951270160316,1.4198856626984928,0,1,3,0,-0.4527299419231505,0.13565538390401674
49,-1.096645767716771,1.3261079090101215,1.3965819625959959,1.2042078075306344,-0.5629843036647242,0.26862289748339707,4,1,2,1,-0.36465298249282463,0.2472266025782554
50,-1.4606292280761493,-0.8304825179623411,-0.013537143417731861,-0.17692283535345155,-1.6588530494434501,0.445123112359579,4,0,1,0,-1.0615426088625963,2.4786509760630295
51,-0.7326623073573927,0.7358216403808026,0.691522409589132,-0.5222054960744731,-1.1109186765540873,-0.42534385646159095,3,0,0,0,-0.1869538538176057,-0.05959424877590101
52,-0.004695386638636029,-0.2986404343458259,-0.013537143417731861,1.2042078075306344,0.16759486018775988,0.7018506976340255,5,2,0,0,-0.2031785568705605,-0.07734421538316624
53,-1.096645767716771,0.6306221073577556,-0.7185966964245958,1.2042078075306344,-0.5629843036647242,-0.00415016187070227,2,1,3,0,-0.548532950426312,0.2472266025782554
54,1.4512384547988773,1.4254630235318881,0.691522409589132,-0.8674881567954945,1.446108396929607,0.6136005901959345,5,2,4,1,2.6361444773965244,-0.5585655322912463
55,0.3592880737207423,-0.7954160069546587,0.691522409589132,-0.17692283535345155,-1.1109186765540873,1.0107260736673438,1,1,1,0,-0.4001928082278684,0.13565538390401674
56,-1.4606292280761493,-1.0525704210109956,-0.7185966964245958,-0.8674881567954945,1.2634636059664859,1.6766132479729394,0,0,2,0,-1.0909015953393715,-0.553460966730987
57,-0.004695386638636029,-0.1525299718138162,-0.7185966964245958,1.549490468251656,0.16759486018775988,-0.746253338054649,0,2,1,0,-0.10660294346011542,-0.0063443489541052224
58,-1.096645767716771,1.1098644244627474,-1.4236562494314597,-1.212770817516516,0.16759486018775988,1.6726018794530262,5,0,3,0,-0.42182574563180814,-0.5743432803865932
59,0.7232715340801206,-0.7311274034405745,1.3965819625959959,-1.5580534782375375,0.16759486018775988,-1.2075607178446701,5,1,1,0,-0.20935939612882898,-0.6453431468156542
60,1.087254994439499,-0.13499671630997503,0.691522409589132,1.549490468251656,0.8981740240402439,1.0227601792270835,4,1,3,1,0.5609276964328809,-0.17674402838385167
61,0.9052632642598097,-0.22266299382918084,0.691522409589132,-1.212770817516516,0.7155292330771229,-0.28093458974471486,2,2,3,0,0.3646860499828565,-0.5895575374785349
62,-0.36867884699801434,-0.9473708879879488,-0.7185966964245958,0.858925146809613,1.2634636059664859,1.2233286052227448,4,0,3,0,-0.7432293870617693,-0.32375551651931916
63,0.7232715340801206,0.7299772218795222,-0.7185966964245958,0.858925146809613,-1.476208258480329,0.5614527994370626,3,1,1,1,1.1426991916174019,2.0881517107031944
64,-0.36867884699801434,0.7241328033782418,1.3965819625959959,-0.8674881567954945,1.446108396929607,1.3837833460192739,3,1,0,1,0.14063062687062394,-0.5585655322912463
65,1.087254994439499,-0.6493055444226491,-0.7185966964245958,0.5136424860885914,1.0808188150033649,-0.040252478549921304,0,2,2,0,0.017013841705254266,-0.3524686977957776
66,0.5412798039004314,0.39100094880525976,-0.013537143417731861,0.5136424860885914,0.3502396511508809,-0.08036616374905356,0,2,3,1,0.6849307840518923,-0.25484388145581877
67,1.4512384547988773,0.47282280782318514,-0.013537143417731861,-1.212770817516516,-0.015049930775361136,1.3436696608201415,2,0,4,1,1.5027330784115411,-0.5672432937436872
68,0.9052632642598097,1.3202634905088413,-0.013537143417731861,1.2042078075306344,1.0808188150033649,0.8863736495500338,0,2,3,1,1.8944437664043063,-0.25484388145581877
69,0.5412798039004314,1.6533953450818233,-0.013537143417731861,-0.8674881567954945,-1.2935634675172083,0.30873658268252935,1,1,1,1,1.7696680738780113,-0.12467745966920696
70,-0.18668711681832517,-0.5908613594098452,1.3965819625959959,-1.212770817516516,-0.38033951270160316,-0.20070721934645033,3,0,3,0,-0.4755217866880156,-0.5477183304756954
71,0.9052632642598097,-1.1636143725353232,0.691522409589132,-0.8674881567954945,-1.476208258480329,-0.18867311378671064,2,0,4,0,-0.5682343755620428,0.13565538390401674
72,0.5412798039004314,-1.6077901786326325,-0.013537143417731861,-1.212770817516516,-1.6588530494434501,1.5241812442162368,3,0,0,0,-1.0325699248394626,0.13565538390401674
73,-1.6426209582558384,0.893620939915373,-0.7185966964245958,0.858925146809613,0.7155292330771229,0.05602036592799612,5,1,1,0,-1.010936987435523,-0.25484388145581877
74,-0.5506705771777035,-0.7311274034405745,-0.013537143417731861,-0.17692283535345155,-1.1109186765540873,0.5173277457180171,5,2,1,0,-0.6988046048929646,0.13565538390401674
75,-0.18668711681832517,0.5020449003295872,1.3965819625959959,-0.8674881567954945,-1.1109186765540873,-0.5296394379793349,2,0,1,1,0.17462524279110062,-0.25484388145581877
76,-1.6426209582558384,-0.9532153064892291,-0.7185966964245958,-0.17692283535345155,-0.19769472173848215,-1.3479586160416328,4,1,4,0,-1.1330085627863256,-0.2982326887180227
77,0.3592880737207423,0.7533548958846438,-0.013537143417731861,0.858925146809613,-1.2935634675172083,-0.5176053324195952,1,2,1,1,0.8282489943529928,1.1769867581969116
78,-0.36867884699801434,-1.5902569231287913,0.691522409589132,0.5136424860885914,-0.9282738855909661,0.4892481660786245,1,0,0,0,-1.083175546266536,0.2918550900479509
79,0.17729634354105311,1.2033751204832335,-0.7185966964245958,0.16835982536756994,-1.6588530494434501,-1.5766066216766867,0,2,2,1,0.9874056052534063,3.2596495067827007
80,1.6332301849785664,-0.6551499629239295,-0.7185966964245958,-1.5580534782375375,1.628753187892728,0.1322363678063474,2,2,2,0,0.2356610304665019,-0.6453431468156542
81,1.269246724619188,-1.239591813051968,0.691522409589132,1.549490468251656,-1.6588530494434501,0.019918049248777086,1,2,3,1,-0.5709384927375353,6.3836436296613845
82,-0.36867884699801434,1.5774179045651782,-0.7185966964245958,-1.5580534782375375,-0.015049930775361136,-0.43336659350141743,0,1,2,1,0.5918318927242233,-0.6453431468156542
83,-1.27863749789646,-0.8947711214764252,-0.013537143417731861,-1.5580534782375375,0.3502396511508809,0.5373845883175832,3,0,4,0,-1.010936987435523,-0.6453431468156542
84,-1.27863749789646,0.6715330368667183,-0.7185966964245958,1.549490468251656,-0.015049930775361136,-1.612708938355906,4,0,2,0,-0.7003498147075317,0.05755553083204965
85,-1.6426209582558384,-0.4272176413739944,-0.013537143417731861,0.858925146809613,-1.476208258480329,-0.09240026930879323,0,0,4,0,-1.0982413419585653,2.0881517107031944
86,-0.9146540375370819,-0.4505953153791159,0.691522409589132,0.858925146809613,1.0808188150033649,0.7660325939526371,5,1,4,0,-0.7459335042372618,-0.3036562896257982
87,-0.004695386638636029,-0.6902164739316118,-1.4236562494314597,0.5136424860885914,-0.38033951270160316,1.512147138656497,5,2,3,0,-0.46200120081055324,-0.05959424877590101
88,-0.5506705771777035,0.7942658253936065,0.691522409589132,0.16835982536756994,0.7155292330771229,-1.2877880882429344,3,1,2,0,0.006969977910567979,-0.36641510013005746
89,-0.18668711681832517,-0.18759648282149852,-0.013537143417731861,-0.5222054960744731,0.8981740240402439,0.29269110860287645,2,0,3,0,-0.23562796297647004,-0.48914344067172005
90,-0.5506705771777035,0.7708881513884849,1.3965819625959959,-1.5580534782375375,1.0808188150033649,-1.5204474623979016,0,2,1,0,-0.0038464907914018687,-0.6453431468156542
91,-0.18668711681832517,0.6949107108718399,0.691522409589132,1.2042078075306344,0.16759486018775988,0.4852367975587113,3,1,0,1,0.28935707152270934,-0.07734421538316624
92,-0.36867884699801434,0.9111541954192142,1.3965819625959959,-1.5580534782375375,0.3502396511508809,1.1591467089041332,5,1,2,1,0.2395240550029197,-0.6453431468156542
93,0.3592880737207423,-0.5850169409085648,1.3965819625959959,-0.5222054960744731,-1.476208258480329,-0.3330823805035868,5,1,1,0,-0.23331014825461935,0.5261546492638522
94,-1.4606292280761493,1.5014404640485333,-0.013537143417731861,-0.8674881567954945,-1.1109186765540873,-0.42534385646159095,5,1,1,0,-0.7532732508564556,-0.25484388145581877
95,-1.6426209582558384,-1.4266132050929405,-0.013537143417731861,0.5136424860885914,-1.2935634675172083,0.445123112359579,4,2,3,0,-1.1642990615313098,0.9166539146236877
96,1.087254994439499,1.0689534949537847,-1.4236562494314597,-0.17692283535345155,-0.19769472173848215,-0.6620145991364713,4,1,3,1,1.8341805836361886,-0.2982326887180227
97,-0.9146540375370819,0.8527100104064103,-0.7185966964245958,-0.17692283535345155,1.446108396929607,-0.95885586961005,5,2,0,0,-0.31520626842667676,-0.4717879177668385
98,-1.27863749789646,0.19229071976172663,0.691522409589132,-0.5222054960744731,1.628753187892728,-0.08838890078888001,1,1,0,0,-0.7953802183034097,-0.5220275893336009
99,0.3592880737207423,-0.2694183418394239,-0.013537143417731861,-1.5580534782375375,-0.5629843036647242,0.8101576476716825,2,0,0,0,0.017013841705254266,-0.6453431468156542
100,-0.36867884699801434,-1.0175039100033134,0.691522409589132,-0.17692283535345155,-1.1109186765540873,-1.4281859864398974,4,1,0,0,-0.7803144226113802,0.13565538390401674
101,-1.27863749789646,0.5254225743347086,1.3965819625959959,-0.5222054960744731,-0.7456290946278452,1.331635555260402,0,1,3,0,-0.7293224987306652,-0.25484388145581877
102,-1.6426209582558384,0.24489048627325008,-0.7185966964245958,1.549490468251656,1.628753187892728,0.8903850180699471,4,0,4,0,-1.0538165597897606,-0.2753964743694943
103,-1.27863749789646,0.2974902527847736,-1.4236562494314597,0.858925146809613,-1.6588530494434501,-1.4121405123602446,0,2,3,0,-0.7745198858067535,4.821646568222042
104,-0.9146540375370819,-1.5668792491236698,0.691522409589132,-1.212770817516516,1.0808188150033649,1.2313513422625713,4,1,4,0,-1.114852347465162,-0.5965307386456749
105,0.9052632642598097,-1.5318127381159874,-0.7185966964245958,0.858925146809613,0.16759486018775988,-1.1955266122849304,5,1,3,0,-0.9332901942535252,-0.14834408181222727
106,0.7232715340801206,1.2910413980024393,-1.4236562494314597,-1.5580534782375375,-1.1109186765540873,0.41704353272018646,0,0,3,0,1.6618896893119546,-0.6453431468156542
107,-1.27863749789646,0.5780223408462322,0.691522409589132,-0.5222054960744731,1.446108396929607,1.0187488107071703,2,2,0,0,-0.7188923324823371,-0.5151767250290424
108,-1.6426209582558384,-0.018108346284367305,-0.7185966964245958,-0.8674881567954945,-0.9282738855909661,1.139089866304567,4,0,4,0,-1.0712001702036407,-0.3329437345277858
109,-0.9146540375370819,1.7059951115933467,-0.013537143417731861,-0.17692283535345155,-0.7456290946278452,-0.5176053324195952,4,1,1,0,-0.03320547726817717,-0.12467745966920696
110,0.7232715340801206,0.30333467128605396,0.691522409589132,-0.17692283535345155,-1.476208258480329,-0.497548489820029,5,2,1,1,0.7478980839955025,0.9166539146236877
111,-0.5506705771777035,-0.8772378659725841,-0.7185966964245958,-0.17692283535345155,0.3502396511508809,-0.18867311378671064,0,1,1,0,-0.7664075342802761,-0.3850103032424306
112,-0.18668711681832517,-1.3447913460750152,-1.4236562494314597,-0.5222054960744731,-0.19769472173848215,1.1631580774240464,1,0,0,0,-0.9240189353661225,-0.3850103032424306
113,0.9052632642598097,1.302730235005,-0.7185966964245958,0.858925146809613,0.3502396511508809,1.7287610387318113,5,1,1,1,1.8770601559904263,-0.1897606705625128
114,0.9052632642598097,-1.023348328504594,-0.013537143417731861,-0.8674881567954945,0.5328844421140019,0.4571572179193187,0,0,3,0,-0.4291654922510019,-0.5251895267049356
115,-0.004695386638636029,0.2507349047745305,0.691522409589132,-0.5222054960744731,1.2634636059664859,0.28466837156304997,4,0,0,0,0.15994574955271296,-0.5075198766886535
116,0.5412798039004314,-0.7135941479367333,0.691522409589132,-1.5580534782375375,-0.9282738855909661,-0.18867311378671064,4,2,1,0,-0.26421434454596177,-0.6453431468156542
117,1.6332301849785664,0.8994653584166534,0.691522409589132,0.5136424860885914,0.5328844421140019,-0.5697531231784672,4,0,0,1,2.1880336311720594,-0.2848822864834984
118,-0.5506705771777035,1.5189737195523743,-0.013537143417731861,-1.5580534782375375,0.5328844421140019,-1.0270491344485748,4,2,3,0,0.34228050767163326,-0.6453431468156542
119,1.269246724619188,-0.9415264694866684,-1.4236562494314597,-1.212770817516516,-0.015049930775361136,0.9505555458686454,3,2,0,0,-0.2360142654301118,-0.5672432937436872
120,-1.096645767716771,-1.6428566896403147,0.691522409589132,0.5136424860885914,0.8981740240402439,-0.024207004470268398,4,2,1,0,-1.1496195682929222,-0.3329437345277858
121,-0.9146540375370819,0.20982397526556776,-1.4236562494314597,-1.5580534782375375,0.8981740240402439,0.35687300492148805,4,2,0,0,-0.5276726179296559,-0.6453431468156542
122,-0.5506705771777035,-0.5967057779111256,-0.7185966964245958,-0.8674881567954945,1.446108396929607,0.9866578625478645,1,2,2,0,-0.6366099098566379,-0.5585655322912463
123,0.5412798039004314,1.1624641909742708,-1.4236562494314597,0.16835982536756994,1.446108396929607,-0.49353712130011584,1,0,1,0,1.3478257945011873,-0.42839911050463453
124,0.9052632642598097,-1.6837676191492774,-1.4236562494314597,0.16835982536756994,-1.476208258480329,-1.4241746179199841,0,0,3,0,-1.0839481511738194,1.3071531799835232
125,0.17729634354105311,0.21566839376684815,0.691522409589132,0.16835982536756994,0.16759486018775988,-1.6889249402342572,4,2,4,0,0.2692693439333368,-0.29034381467034925
126,-1.096645767716771,0.20982397526556776,1.3965819625959959,-1.212770817516516,0.5328844421140019,-1.528470199437728,4,0,0,0,-0.6597880570751448,-0.5852663367602949
127,0.5412798039004314,0.17475746425788546,1.3965819625959959,-1.212770817516516,0.16759486018775988,0.04799762888816966,0,2,0,0,0.49911930385019604,-0.5743432803865932
128,-0.5506705771777035,-1.6487011081415952,-0.013537143417731861,0.16835982536756994,-1.1109186765540873,1.3276241867404888,4,0,1,0,-1.123351001445281,0.33090501658393445
129,1.6332301849785664,-0.4155288043714336,-0.013537143417731861,1.549490468251656,0.8981740240402439,-1.4843451457186827,4,2,1,1,0.5365906418534487,-0.17674402838385167
130,-1.4606292280761493,0.7475104773833633,1.3965819625959959,-0.17692283535345155,0.16759486018775988,-0.2528550101053223,5,1,2,0,-0.8529392838960349,-0.36134368109941023
131,-0.004695386638636029,0.6481553628615968,-0.7185966964245958,0.5136424860885914,1.446108396929607,0.2726342660033103,3,1,3,0,0.4226314180291235,-0.3850103032424306
132,0.5412798039004314,-1.0759480950161173,0.691522409589132,0.5136424860885914,1.0808188150033649,0.5413959568374964,0,2,0,0,-0.5755741221812366,-0.3524686977957776
133,-0.7326623073573927,0.7650437328872045,0.691522409589132,-0.17692283535345155,-0.015049930775361136,-1.3599927216013725,5,0,0,0,-0.1753647802083523,-0.3329437345277858
134,0.3592880737207423,-1.7305229671595206,-0.7185966964245958,0.858925146809613,0.3502396511508809,0.3929753216007071,1,2,4,0,-1.1418935192200865,-0.1897606705625128
135,0.3592880737207423,-0.18175206432021812,-0.7185966964245958,1.549490468251656,0.5328844421140019,-0.7021282843356036,2,0,0,1,0.08654828336077472,-0.10465185631742051
136,0.17729634354105311,1.1332420984678688,1.3965819625959959,0.16835982536756994,-0.19769472173848215,0.6015664846361948,2,2,0,1,0.9364136813726913,-0.21145507419361478
137,-0.5506705771777035,-0.5207283373944805,-0.013537143417731861,-0.17692283535345155,0.5328844421140019,-0.7502647065745622,1,2,2,0,-0.6014563865752359,-0.405035906594217
138,-1.6426209582558384,0.4202230413116617,-0.7185966964245958,-0.5222054960744731,-0.7456290946278452,-1.2356402974840626,3,0,4,0,-1.0422274861805072,-0.25484388145581877
139,-1.6426209582558384,0.05202467573099733,-0.013537143417731861,0.5136424860885914,-0.7456290946278452,0.2565887919236574,2,0,0,0,-1.0665645407599393,0.13565538390401674
140,0.5412798039004314,-1.6662343636454364,-1.4236562494314597,-0.5222054960744731,0.16759486018775988,-1.5605611475970338,3,2,0,0,-1.082789243812894,-0.43234354752847126
141,-0.18668711681832517,0.27995699728093243,0.691522409589132,-0.17692283535345155,1.628753187892728,-0.6700373361762978,2,1,3,0,0.042509803645611764,-0.4809224035062498
142,-1.27863749789646,0.9812872174345788,1.3965819625959959,-0.17692283535345155,0.16759486018775988,0.8221917532314222,2,1,0,0,-0.6389277245784887,-0.36134368109941023
143,-0.5506705771777035,1.15077535397171,0.691522409589132,-1.5580534782375375,-0.015049930775361136,0.4290776382799261,5,1,2,0,0.17192112561560816,-0.6453431468156542
144,-0.7326623073573927,0.4143786228103813,1.3965819625959959,-1.5580534782375375,0.8981740240402439,-1.368015458641199,2,1,0,0,-0.3144336635193932,-0.6453431468156542
145,-0.36867884699801434,0.7182883848769614,-1.4236562494314597,-0.8674881567954945,0.5328844421140019,1.2072831311430918,1,1,0,0,0.13754020724148971,-0.5251895267049356
146,-0.18668711681832517,-0.7369718219418548,0.691522409589132,-0.8674881567954945,-0.38033951270160316,-0.4774916472204629,3,0,1,0,-0.5624398387574161,-0.4500935141357365
147,-0.9146540375370819,-0.9532153064892291,-1.4236562494314597,-1.212770817516516,-0.9282738855909661,0.7098734346738519,4,1,0,0,-0.9120435593032272,-0.48914344067172005
148,-1.6426209582558384,0.7591993143859241,1.3965819625959959,-1.212770817516516,-1.476208258480329,-1.4602769345992033,4,0,4,0,-1.019821943869284,-0.25484388145581877
149,1.6332301849785664,-1.5902569231287913,-0.7185966964245958,0.16835982536756994,1.0808188150033649,0.6336574327955007,4,1,1,0,-0.9386984286045101,-0.40128110596575706
150,-0.004695386638636029,1.361174420017804,0.691522409589132,-1.5580534782375375,0.5328844421140019,0.05602036592799612,3,0,4,1,0.8939204114720954,-0.6453431468156542
151,0.3592880737207423,-0.6259278704175275,-1.4236562494314597,0.16835982536756994,1.628753187892728,-0.2729118527048884,3,1,4,0,-0.2657595543605289,-0.43981721767889875
152,0.9052632642598097,-0.9123043769802665,0.691522409589132,-0.17692283535345155,-0.19769472173848215,1.512147138656497,4,1,2,0,-0.31906929296309455,-0.2982326887180227
153,-0.18668711681832517,1.5072848825498135,0.691522409589132,0.16835982536756994,0.8981740240402439,0.7419643828331577,1,0,0,1,0.7726214410285764,-0.3850103032424306
154,1.269246724619188,0.10462444224252081,0.691522409589132,-0.17692283535345155,-0.7456290946278452,0.7178961717136784,2,0,4,1,0.9395041010018256,-0.12467745966920696
155,1.269246724619188,0.8585544289076907,-0.013537143417731861,0.5136424860885914,-0.38033951270160316,-0.10042300634861968,4,2,0,1,1.7866653818382496,-0.05959424877590101
156,0.3592880737207423,0.12800211624764235,-1.4236562494314597,-1.5580534782375375,0.7155292330771229,-1.3800495642009387,0,1,0,0,0.33223664387694696,-0.6453431468156542
157,-0.5506705771777035,0.8410211734038495,-1.4236562494314597,-0.8674881567954945,-0.9282738855909661,0.2967024771227897,3,1,2,0,0.028602915314507673,-0.3329437345277858
158,-1.4606292280761493,-1.1986808835430054,0.691522409589132,0.16835982536756994,1.2634636059664859,0.37291847900114095,0,0,2,0,-1.1102167180214606,-0.41563769660398625
159,-1.27863749789646,-0.6902164739316118,-0.7185966964245958,-1.5580534782375375,-0.5629843036647242,-1.3038335623225874,0,0,4,0,-0.9703752298031361,-0.6453431468156542
160,1.269246724619188,-1.4090799495890993,0.691522409589132,0.5136424860885914,-0.19769472173848215,1.3637265034197077,3,1,4,0,-0.761385602382933,-0.12467745966920696
161,-0.9146540375370819,-0.8304825179623411,-0.013537143417731861,-0.5222054960744731,1.0808188150033649,0.9505555458686454,4,1,1,0,-0.8714818016708403,-0.49890592230571595
162,1.269246724619188,-1.087636932018678,1.3965819625959959,-0.8674881567954945,1.446108396929607,1.3236128182205755,1,0,0,0,-0.4001928082278684,-0.5585655322912463
